To,From,Reason for Dishing,Date,Room
karmaticacid#1218,Mount Manu#3530,for always sending .gifs when on a call with Edu,Nov-13-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for inviting Tixter to the TEC community,Nov-13-2021,🙏｜praise
tixter.eth#2801,Mount Manu#3530,for being new and making it to the Community call on Thursday,Nov-13-2021,🙏｜praise
casale.eth#6107,Mount Manu#3530,for being new and making it to the Community call on Thursday,Nov-13-2021,🙏｜praise
alantv#0964,Mount Manu#3530,for being new and making it to the Community call on Thursday,Nov-13-2021,🙏｜praise
akrtws (TE Academy)#4246,Mount Manu#3530,for all the support and love she shows to the TEC and for bringing us such positive feedback from other TE projects in our ecosystem,Nov-13-2021,🙏｜praise
GideonRo#3175,Mount Manu#3530,for such a well-ordered article now on the TEC Medium channel,Nov-13-2021,🙏｜praise
taxil#8577,Mount Manu#3530,for your storytelling mastery and taking on the narrative for the ABC (no easy feat),Nov-13-2021,🙏｜praise
Zeptimus#3359,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
divine_comedian#5493,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
natesuits#4789,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
solsista#5370,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
ygg_anderson#4998,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
eduardovegap#0422,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
liviade#1387,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
Juankbell#7458,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
iviangita#3204,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
Tam2140#9361,Mount Manu#3530,"for all the love and sweat that you guys put in day after day, week after week, month after month",Nov-13-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for explaining to angieberryberry how the TEC community works,Nov-13-2021,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
natesuits#4789,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
tixter.eth#2801,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
johnjonas#2307,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
liviade#1387,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
alantv#0964,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
Juankbell#7458,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
aka_roro#0295,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
karmaticacid#1218,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
Tam2140#9361,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
Pythagorean#5361,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,Nov-13-2021,🙏｜praise
David (please DYOR...)#4116,Mount Manu#3530,"for the TIME we had where we talked about becoming degens, algorithmic reserve currencies, Gitcoin, and the awe-inspiring Web3 rabbit hole we both find ourselves in",Nov-13-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for being a TE sage and explaining the community to casale.eth,Nov-13-2021,🙏｜praise
eduardovegap#0422,Mount Manu#3530,"for being open, joyous, and always willing to introduce people into our community",Nov-13-2021,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for reaching out to Hatchers,Nov-13-2021,🙏｜praise
natesuits#4789,Mount Manu#3530,for the coordinating on the boardroom,Nov-13-2021,🙏｜praise
karmaticacid#1218,Mount Manu#3530,for the values she came up with in her cool Params Party,Nov-13-2021,🙏｜praise
Tam2140#9361,Mount Manu#3530,for the amazing retrospective and for helping so much with recordings,Nov-13-2021,🙏｜praise
divine_comedian#5493,Mount Manu#3530,"for Snapshot work; for leading the Params Parties; for coordination, distribution, spot-tracking; and for the rewards system",Nov-13-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for being so fast on their Twitter duties to spread the word around,Nov-13-2021,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for being so fast on their Twitter duties to spread the word around,Nov-13-2021,🙏｜praise
iviangita#3204,Mount Manu#3530,for being so fast on their Twitter duties to spread the word around,Nov-13-2021,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for all the designs and POAPs he’s been creating for the TEC,Nov-13-2021,🙏｜praise
Mount Manu#3530,Mount Manu#3530,"for sharing Consensys’ DeFi Report for Q4 2020, which will come in handy when designing the template for our own audit report",Nov-13-2021,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for the awesome Layer Zero interview that he did for Bankless,Nov-13-2021,🙏｜praise
Tam2140#9361,Mount Manu#3530,for welcoming Pythagorean to the TEC community,Nov-13-2021,🙏｜praise
karmaticacid#1218,Mount Manu#3530,for an awesome & fun Params Party,Nov-13-2021,🙏｜praise
eduardovegap#0422,Mount Manu#3530,"for the Orientation call that he did this week (and every other week, for that matter)",Nov-13-2021,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for being a fun player in Giveth,Nov-13-2021,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for an inspiring interview with Bankless’ Layer Zero,Nov-13-2021,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
natesuits#4789,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
tixter.eth#2801,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
EdgarWeb3#5783,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
liviade#1387,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
alantv#0964,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
domhs#6371,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
karmaticacid#1218,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
Tam2140#9361,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
Pythagorean#5361,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
Juankbell#7458,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
GreasyPJs#9493,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
aka_roro#0295,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
johnjonas#2307,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,Nov-13-2021,🙏｜praise
chuygarcia.eth#6692,Juankbell#7458,for giving us a geography class about México during the twitter sync xD,Nov-15-2021,🙏｜praise
Cesar#2892,Tam2140#9361,for whipping up a community survey for the Community call so quickly!,Nov-15-2021,🙏｜praise
